geo_name,geo,year,tfr
Paraguay,pry,2e3,3.55
Peru,per,2e3,2.93
Philippines,phl,2e3,3.81
Poland,pol,2e3,1.35
Portugal,prt,2e3,1.46
Puerto Rico,pri,2e3,1.91
Qatar,qat,2e3,3.24
Reunion,reu,2e3,2.38
Romania,rou,2e3,1.31
Russia,rus,2e3,1.2
Rwanda,rwa,2e3,5.64
St. Lucia,lca,2e3,2.2
St. Vincent and the Grenadines,vct,2e3,2.38
Samoa,wsm,2e3,4.5
Sao Tome and Principe,stp,2e3,5.28
Saudi Arabia,sau,2e3,3.97
Senegal,sen,2e3,5.47
Serbia,srb,2e3,1.77
Seychelles,syc,2e3,2.15
Sierra Leone,sle,2e3,6.32
Singapore,sgp,2e3,1.6
Slovak Republic,svk,2e3,1.27
Slovenia,svn,2e3,1.21
Solomon Islands,slb,2e3,4.72
Somalia,som,2e3,7.62
South Africa,zaf,2e3,2.83
Spain,esp,2e3,1.23
Sri Lanka,lka,2e3,2.24
Sudan,sdn,2e3,5.47
Suriname,sur,2e3,2.86
Swaziland,swz,2e3,4.19
Sweden,swe,2e3,1.56
Switzerland,che,2e3,1.44
Syria,syr,2e3,4.04
Taiwan,twn,2e3,1.68
Tajikistan,tjk,2e3,3.91
Tanzania,tza,2e3,5.69
Thailand,tha,2e3,1.67
Timor-Leste,tls,2e3,7.11
Togo,tgo,2e3,5.41
Tonga,ton,2e3,4.25
Trinidad and Tobago,tto,2e3,1.75
Tunisia,tun,2e3,2.14
Turkey,tur,2e3,2.5
Turkmenistan,tkm,2e3,2.82
Uganda,uga,2e3,6.87
Ukraine,ukr,2e3,1.15
United Arab Emirates,are,2e3,2.64
United Kingdom,gbr,2e3,1.68
United States,usa,2e3,2.05
Uruguay,ury,2e3,2.24
Uzbekistan,uzb,2e3,2.74
Vanuatu,vut,2e3,4.37
Venezuela,ven,2e3,2.82
Palestine,pse,2e3,5.38
Western Sahara,esh,2e3,3.1
Vietnam,vnm,2e3,2.01
Virgin Islands (U.S.),vir,2e3,2.1
Yemen,yem,2e3,6.31
Zambia,zmb,2e3,6.04
Zimbabwe,zwe,2e3,4.06
South Sudan,ssd,2e3,6.22
Afghanistan,afg,2001,7.39
Albania,alb,2001,2.07
Algeria,dza,2001,2.44
Angola,ago,2001,6.6
Antigua and Barbuda,atg,2001,2.31
Argentina,arg,2001,2.54
Armenia,arm,2001,1.2
Aruba,abw,2001,1.85
Australia,aus,2001,1.76
Austria,aut,2001,1.33
Azerbaijan,aze,2001,1.96
Bahamas,bhs,2001,1.99
Bahrain,bhr,2001,2.72
Bangladesh,bgd,2001,3.01
Barbados,brb,2001,1.75
Belarus,blr,2001,1.24
Belgium,bel,2001,1.65
Belize,blz,2001,3.5
Benin,ben,2001,5.89
Bhutan,btn,2001,3.42
Bolivia,bol,2001,3.96
Bosnia and Herzegovina,bih,2001,1.43
Botswana,bwa,2001,3.29
Brazil,bra,2001,2.23
Brunei,brn,2001,2.12
Bulgaria,bgr,2001,1.19
Burkina Faso,bfa,2001,6.53
Burundi,bdi,2001,6.95
Cambodia,khm,2001,3.65
Cameroon,cmr,2001,5.52
Canada,can,2001,1.52
Cape Verde,cpv,2001,3.62
Central African Republic,caf,2001,5.48
Chad,tcd,2001,7.32
Channel Islands,chanisl,2001,1.4
Chile,chl,2001,2.07
China,chn,2001,1.51
Colombia,col,2001,2.35
Comoros,com,2001,5.31
"Congo, Dem. Rep.",cod,2001,6.91
"Congo, Rep.",cog,2001,5.09
Costa Rica,cri,2001,2.29
Cote d'Ivoire,civ,2001,5.65
Croatia,hrv,2001,1.42
Cuba,cub,2001,1.61
Cyprus,cyp,2001,1.66
Czech Republic,cze,2001,1.14
Denmark,dnk,2001,1.75
Djibouti,dji,2001,4.36
Dominican Republic,dom,2001,2.86
Ecuador,ecu,2001,2.97
Egypt,egy,2001,3.18
El Salvador,slv,2001,2.9
Equatorial Guinea,gnq,2001,5.79
Eritrea,eri,2001,5.23
Estonia,est,2001,1.34
Ethiopia,eth,2001,6.38
Fiji,fji,2001,3.05
Finland,fin,2001,1.73
France,fra,2001,1.84
French Guiana,guf,2001,3.79
French Polynesia,pyf,2001,2.41
Gabon,gab,2001,4.46
Gambia,gmb,2001,5.93
Georgia,geo,2001,1.59
Germany,deu,2001,1.35
Ghana,gha,2001,4.75
Greece,grc,2001,1.33
Greenland,grl,2001,2.51
Grenada,grd,2001,2.51
Guadeloupe,glp,2001,2.09
Guam,gum,2001,2.79
Guatemala,gtm,2001,4.49
Guinea,gin,2001,6.02
Guinea-Bissau,gnb,2001,5.73
Guyana,guy,2001,2.99
Haiti,hti,2001,4.18
Honduras,hnd,2001,3.94
"Hong Kong, China",hkg,2001,0.97
Hungary,hun,2001,1.29
Iceland,isl,2001,2
India,ind,2001,3.24
Indonesia,idn,2001,2.51
Iran,irn,2001,2.09
Iraq,irq,2001,4.8
Ireland,irl,2001,1.96
Israel,isr,2001,2.92
Italy,ita,2001,1.27
Jamaica,jam,2001,2.53
Japan,jpn,2001,1.31
Jordan,jor,2001,3.95
Kazakhstan,kaz,2001,1.94
Kenya,ken,2001,5.11
Kiribati,kir,2001,4.02
North Korea,prk,2001,1.99
South Korea,kor,2001,1.29
Kuwait,kwt,2001,2.77
Kyrgyz Republic,kgz,2001,2.58
Lao,lao,2001,4.14
Latvia,lva,2001,1.21
Lebanon,lbn,2001,2.13
Lesotho,lso,2001,3.97
Liberia,lbr,2001,5.8
Libya,lby,2001,2.75
Lithuania,ltu,2001,1.31
Luxembourg,lux,2001,1.68
"Macao, China",mac,2001,0.89
"Macedonia, FYR",mkd,2001,1.68
Madagascar,mdg,2001,5.45
Malawi,mwi,2001,6.1
Malaysia,mys,2001,2.66
Maldives,mdv,2001,2.77
Mali,mli,2001,6.88
Malta,mlt,2001,1.6
Martinique,mtq,2001,1.91
Mauritania,mrt,2001,5.39
Mauritius,mus,2001,1.96
Mayotte,myt,2001,4.89
Mexico,mex,2001,2.67
"Micronesia, Fed. Sts.",fsm,2001,4.2
Moldova,mda,2001,1.35
Mongolia,mng,2001,2.1
Montenegro,mne,2001,1.87
Morocco,mar,2001,2.72
Mozambique,moz,2001,5.81
Myanmar,mmr,2001,2.89
Namibia,nam,2001,3.93
Nepal,npl,2001,3.88
Netherlands,nld,2001,1.71
Netherlands Antilles,ant,2001,2.1
New Caledonia,ncl,2001,2.38
New Zealand,nzl,2001,1.96
Nicaragua,nic,2001,2.98
Niger,ner,2001,7.67
Nigeria,nga,2001,6.08
Norway,nor,2001,1.78
Oman,omn,2001,3.48
Pakistan,pak,2001,4.44
Panama,pan,2001,2.72
Papua New Guinea,png,2001,4.48
Paraguay,pry,2001,3.43
Peru,per,2001,2.87
Philippines,phl,2001,3.77
Poland,pol,2001,1.31
Portugal,prt,2001,1.46
Puerto Rico,pri,2001,1.89
Qatar,qat,2001,3.12
Reunion,reu,2001,2.4
Romania,rou,2001,1.31
Russia,rus,2001,1.22
Rwanda,rwa,2001,5.54
St. Lucia,lca,2001,2.06
St. Vincent and the Grenadines,vct,2001,2.32
Samoa,wsm,2001,4.48
Sao Tome and Principe,stp,2001,5.23
Saudi Arabia,sau,2001,3.83
Senegal,sen,2001,5.39
Serbia,srb,2001,1.74
Seychelles,syc,2001,2.16
Sierra Leone,sle,2001,6.24
Singapore,sgp,2001,1.41
Slovak Republic,svk,2001,1.24
Slovenia,svn,2001,1.21
Solomon Islands,slb,2001,4.67
Somalia,som,2001,7.57
South Africa,zaf,2001,2.79
Spain,esp,2001,1.25
Sri Lanka,lka,2001,2.25
Sudan,sdn,2001,5.4
Suriname,sur,2001,2.82
Swaziland,swz,2001,4.11
Sweden,swe,2001,1.58
Switzerland,che,2001,1.43
Syria,syr,2001,3.94
Taiwan,twn,2001,1.4
Tajikistan,tjk,2001,3.78
Tanzania,tza,2001,5.68
Thailand,tha,2001,1.64
Timor-Leste,tls,2001,7.09
Togo,tgo,2001,5.36
Tonga,ton,2001,4.24
Trinidad and Tobago,tto,2001,1.74
Tunisia,tun,2001,2.09
Turkey,tur,2001,2.45
Turkmenistan,tkm,2001,2.77
Uganda,uga,2001,6.82
Ukraine,ukr,2001,1.14
United Arab Emirates,are,2001,2.53
United Kingdom,gbr,2001,1.67
United States,usa,2001,2.03
Uruguay,ury,2001,2.22
Uzbekistan,uzb,2001,2.64
Vanuatu,vut,2001,4.27
Venezuela,ven,2001,2.78
Palestine,pse,2001,5.23
Western Sahara,esh,2001,2.99
Vietnam,vnm,2001,1.95
Virgin Islands (U.S.),vir,2001,2.1
Yemen,yem,2001,6.13
Zambia,zmb,2001,6
Zimbabwe,zwe,2001,4.02
South Sudan,ssd,2001,6.14
Afghanistan,afg,2002,7.27
Albania,alb,2002,1.98
Algeria,dza,2002,2.4
Angola,ago,2002,6.57
Antigua and Barbuda,atg,2002,2.29
Argentina,arg,2002,2.52
Armenia,arm,2002,1.2
Aruba,abw,2002,1.83
Australia,aus,2002,1.78
Austria,aut,2002,1.39
Azerbaijan,aze,2002,1.91
Bahamas,bhs,2002,1.93
Bahrain,bhr,2002,2.67
Bangladesh,bgd,2002,2.91
Barbados,brb,2002,1.75
Belarus,blr,2002,1.24
Belgium,bel,2002,1.68
Belize,blz,2002,3.39
Benin,ben,2002,5.82
Bhutan,btn,2002,3.24
Bolivia,bol,2002,3.87
Bosnia and Herzegovina,bih,2002,1.37
Botswana,bwa,2002,3.19
Brazil,bra,2002,2.16
Brunei,brn,2002,2.03
Bulgaria,bgr,2002,1.22
Burkina Faso,bfa,2002,6.47
Burundi,bdi,2002,6.89
Cambodia,khm,2002,3.52
Cameroon,cmr,2002,5.48
Canada,can,2002,1.52
Cape Verde,cpv,2002,3.48
Central African Republic,caf,2002,5.46
Chad,tcd,2002,7.27
Channel Islands,chanisl,2002,1.41
Chile,chl,2002,2.05
China,chn,2002,1.52
Colombia,col,2002,2.31
Comoros,com,2002,5.3
"Congo, Dem. Rep.",cod,2002,6.86
"Congo, Rep.",cog,2002,5.08
Costa Rica,cri,2002,2.22
Cote d'Ivoire,civ,2002,5.58
Croatia,hrv,2002,1.39
Cuba,cub,2002,1.59
Cyprus,cyp,2002,1.61
Czech Republic,cze,2002,1.17
Denmark,dnk,2002,1.72
Djibouti,dji,2002,4.24
Dominican Republic,dom,2002,2.84
Ecuador,ecu,2002,2.91
Egypt,egy,2002,3.13
El Salvador,slv,2002,2.79
Equatorial Guinea,gnq,2002,5.73
Eritrea,eri,2002,5.15
Estonia,est,2002,1.38
Ethiopia,eth,2002,6.22
Fiji,fji,2002,3
Finland,fin,2002,1.72
France,fra,2002,1.87
French Guiana,guf,2002,3.75
French Polynesia,pyf,2002,2.37
Gabon,gab,2002,4.39
Gambia,gmb,2002,5.91
Georgia,geo,2002,1.59
Germany,deu,2002,1.35
Ghana,gha,2002,4.68
Greece,grc,2002,1.34
Greenland,grl,2002,2.57
Grenada,grd,2002,2.46
Guadeloupe,glp,2002,2.08
Guam,gum,2002,2.76
Guatemala,gtm,2002,4.37
Guinea,gin,2002,5.95
Guinea-Bissau,gnb,2002,5.64
Guyana,guy,2002,2.96
Haiti,hti,2002,4.07
Honduras,hnd,2002,3.82
"Hong Kong, China",hkg,2002,0.96
Hungary,hun,2002,1.29
Iceland,isl,2002,2.01
India,ind,2002,3.18
Indonesia,idn,2002,2.51
Iran,irn,2002,2
Iraq,irq,2002,4.71
Ireland,irl,2002,1.96
Israel,isr,2002,2.91
Italy,ita,2002,1.29
Jamaica,jam,2002,2.48
Japan,jpn,2002,1.3
Jordan,jor,2002,3.88
Kazakhstan,kaz,2002,1.99
Kenya,ken,2002,5.04
Kiribati,kir,2002,3.98
North Korea,prk,2002,1.99
South Korea,kor,2002,1.25
Kuwait,kwt,2002,2.69
Kyrgyz Republic,kgz,2002,2.54
Lao,lao,2002,3.98
Latvia,lva,2002,1.25
Lebanon,lbn,2002,2.04
Lesotho,lso,2002,3.86
Liberia,lbr,2002,5.72
Libya,lby,2002,2.67
Lithuania,ltu,2002,1.29
Luxembourg,lux,2002,1.67
"Macao, China",mac,2002,0.85
"Macedonia, FYR",mkd,2002,1.64
Madagascar,mdg,2002,5.34
Malawi,mwi,2002,6.05
Malaysia,mys,2002,2.54
Maldives,mdv,2002,2.63
Mali,mli,2002,6.86
Malta,mlt,2002,1.53
Martinique,mtq,2002,1.93
Mauritania,mrt,2002,5.34
Mauritius,mus,2002,1.94
Mayotte,myt,2002,4.84
Mexico,mex,2002,2.62
"Micronesia, Fed. Sts.",fsm,2002,4.11
Moldova,mda,2002,1.29
Mongolia,mng,2002,2.08
Montenegro,mne,2002,1.86
Morocco,mar,2002,2.68
Mozambique,moz,2002,5.8
Myanmar,mmr,2002,2.87
Namibia,nam,2002,3.84
Nepal,npl,2002,3.72
Netherlands,nld,2002,1.73
Netherlands Antilles,ant,2002,2.09
New Caledonia,ncl,2002,2.34
New Zealand,nzl,2002,1.95
Nicaragua,nic,2002,2.89
Niger,ner,2002,7.66
Nigeria,nga,2002,6.06
Norway,nor,2002,1.75
Oman,omn,2002,3.29
Pakistan,pak,2002,4.31
Panama,pan,2002,2.7
Papua New Guinea,png,2002,4.42
Paraguay,pry,2002,3.32
Peru,per,2002,2.82
Philippines,phl,2002,3.71
Poland,pol,2002,1.28
Portugal,prt,2002,1.45
Puerto Rico,pri,2002,1.86
Qatar,qat,2002,3
Reunion,reu,2002,2.42
Romania,rou,2002,1.32
Russia,rus,2002,1.29
Rwanda,rwa,2002,5.45
St. Lucia,lca,2002,1.93
St. Vincent and the Grenadines,vct,2002,2.27
Samoa,wsm,2002,4.46
Sao Tome and Principe,stp,2002,5.17
Saudi Arabia,sau,2002,3.71
Senegal,sen,2002,5.31
Serbia,srb,2002,1.72
Seychelles,syc,2002,2.18
Sierra Leone,sle,2002,6.16
Singapore,sgp,2002,1.37
Slovak Republic,svk,2002,1.23
Slovenia,svn,2002,1.22
Solomon Islands,slb,2002,4.62
Somalia,som,2002,7.51
South Africa,zaf,2002,2.76
Spain,esp,2002,1.28
Sri Lanka,lka,2002,2.26
Sudan,sdn,2002,5.33
Suriname,sur,2002,2.78
Swaziland,swz,2002,4.04
Sweden,swe,2002,1.67
Switzerland,che,2002,1.42
Syria,syr,2002,3.84
Taiwan,twn,2002,1.34
Tajikistan,tjk,2002,3.68
Tanzania,tza,2002,5.67
Thailand,tha,2002,1.62
Timor-Leste,tls,2002,7.04
Togo,tgo,2002,5.32
Tonga,ton,2002,4.22
Trinidad and Tobago,tto,2002,1.74
Tunisia,tun,2002,2.05
Turkey,tur,2002,2.4
Turkmenistan,tkm,2002,2.73
Uganda,uga,2002,6.77
Ukraine,ukr,2002,1.15
United Arab Emirates,are,2002,2.43
United Kingdom,gbr,2002,1.67
United States,usa,2002,2.02
Uruguay,ury,2002,2.21
Uzbekistan,uzb,2002,2.56
Vanuatu,vut,2002,4.16
Venezuela,ven,2002,2.74
Palestine,pse,2002,5.09
Western Sahara,esh,2002,2.89
Vietnam,vnm,2002,1.92
Virgin Islands (U.S.),vir,2002,2.13
Yemen,yem,2002,5.95
Zambia,zmb,2002,5.96
Zimbabwe,zwe,2002,4
South Sudan,ssd,2002,6.05
Afghanistan,afg,2003,7.14
Albania,alb,2003,1.9
Algeria,dza,2003,2.41
Angola,ago,2003,6.54
Antigua and Barbuda,atg,2003,2.27
Argentina,arg,2003,2.5
Armenia,arm,2003,1.4
Aruba,abw,2003,1.81
Australia,aus,2003,1.79
Austria,aut,2003,1.38
Azerbaijan,aze,2003,1.87
Bahamas,bhs,2003,1.89
Bahrain,bhr,2003,2.6
Bangladesh,bgd,2003,2.8
Barbados,brb,2003,1.75
Belarus,blr,2003,1.26
Belgium,bel,2003,1.7
Belize,blz,2003,3.28
Benin,ben,2003,5.75
Bhutan,btn,2003,3.09
Bolivia,bol,2003,3.77
Bosnia and Herzegovina,bih,2003,1.33
Botswana,bwa,2003,3.11
Brazil,bra,2003,2.1
Brunei,brn,2003,1.95
Bulgaria,bgr,2003,1.26
Burkina Faso,bfa,2003,6.4
Burundi,bdi,2003,6.82
Cambodia,khm,2003,3.41
Cameroon,cmr,2003,5.43
Canada,can,2003,1.53
Cape Verde,cpv,2003,3.36
Central African Republic,caf,2003,5.44
Chad,tcd,2003,7.21
Channel Islands,chanisl,2003,1.41
Chile,chl,2003,2.02
China,chn,2003,1.54
Colombia,col,2003,2.27
Comoros,com,2003,5.28
"Congo, Dem. Rep.",cod,2003,6.81
"Congo, Rep.",cog,2003,5.07
Costa Rica,cri,2003,2.16
Cote d'Ivoire,civ,2003,5.52
Croatia,hrv,2003,1.38
Cuba,cub,2003,1.58
Cyprus,cyp,2003,1.58
Czech Republic,cze,2003,1.21
Denmark,dnk,2003,1.76
Djibouti,dji,2003,4.12
Dominican Republic,dom,2003,2.81
Ecuador,ecu,2003,2.87
Egypt,egy,2003,3.09
El Salvador,slv,2003,2.69
Equatorial Guinea,gnq,2003,5.68
Eritrea,eri,2003,5.07
Estonia,est,2003,1.43
Ethiopia,eth,2003,6.04
Fiji,fji,2003,2.95
Finland,fin,2003,1.76
France,fra,2003,1.89
French Guiana,guf,2003,3.72
French Polynesia,pyf,2003,2.33
Gabon,gab,2003,4.33
Gambia,gmb,2003,5.88
Georgia,geo,2003,1.6
Germany,deu,2003,1.35
Ghana,gha,2003,4.61
Greece,grc,2003,1.36
Greenland,grl,2003,2.37
Grenada,grd,2003,2.41
Guadeloupe,glp,2003,2.08
Guam,gum,2003,2.72
Guatemala,gtm,2003,4.25
Guinea,gin,2003,5.88
Guinea-Bissau,gnb,2003,5.56
Guyana,guy,2003,2.92
Haiti,hti,2003,3.96
Honduras,hnd,2003,3.69
"Hong Kong, China",hkg,2003,0.95
Hungary,hun,2003,1.29
Iceland,isl,2003,2.02
India,ind,2003,3.11
Indonesia,idn,2003,2.51
Iran,irn,2003,1.93
Iraq,irq,2003,4.64
Ireland,irl,2003,1.97
Israel,isr,2003,2.91
Italy,ita,2003,1.31
Jamaica,jam,2003,2.44
Japan,jpn,2003,1.3
Jordan,jor,2003,3.83
Kazakhstan,kaz,2003,2.07
Kenya,ken,2003,4.98
Kiribati,kir,2003,3.95
North Korea,prk,2003,2
South Korea,kor,2003,1.21
Kuwait,kwt,2003,2.62
Kyrgyz Republic,kgz,2003,2.52
Lao,lao,2003,3.85
Latvia,lva,2003,1.3
Lebanon,lbn,2003,1.94
Lesotho,lso,2003,3.74
Liberia,lbr,2003,5.64
Libya,lby,2003,2.6
Lithuania,ltu,2003,1.29
Luxembourg,lux,2003,1.66
"Macao, China",mac,2003,0.83
"Macedonia, FYR",mkd,2003,1.61
Madagascar,mdg,2003,5.24
Malawi,mwi,2003,6
Malaysia,mys,2003,2.44
Maldives,mdv,2003,2.51
Mali,mli,2003,6.84
Malta,mlt,2003,1.47
Martinique,mtq,2003,1.95
Mauritania,mrt,2003,5.28
Mauritius,mus,2003,1.9
Mayotte,myt,2003,4.8
Mexico,mex,2003,2.58
"Micronesia, Fed. Sts.",fsm,2003,4.01
Moldova,mda,2003,1.25
Mongolia,mng,2003,2.08
Montenegro,mne,2003,1.85
Morocco,mar,2003,2.64
Mozambique,moz,2003,5.78
Myanmar,mmr,2003,2.83
Namibia,nam,2003,3.77
Nepal,npl,2003,3.58
Netherlands,nld,2003,1.75
Netherlands Antilles,ant,2003,2.07
New Caledonia,ncl,2003,2.31
New Zealand,nzl,2003,1.98
Nicaragua,nic,2003,2.81
Niger,ner,2003,7.64
Nigeria,nga,2003,6.04
Norway,nor,2003,1.8
Oman,omn,2003,3.14
Pakistan,pak,2003,4.21
Panama,pan,2003,2.68
Papua New Guinea,png,2003,4.37
Paraguay,pry,2003,3.21
Peru,per,2003,2.77
Philippines,phl,2003,3.65
Poland,pol,2003,1.28
Portugal,prt,2003,1.44
Puerto Rico,pri,2003,1.84
Qatar,qat,2003,2.86
Reunion,reu,2003,2.43
Romania,rou,2003,1.33
Russia,rus,2003,1.33
Rwanda,rwa,2003,5.35
St. Lucia,lca,2003,1.83
St. Vincent and the Grenadines,vct,2003,2.23
Samoa,wsm,2003,4.45
Sao Tome and Principe,stp,2003,5.12
Saudi Arabia,sau,2003,3.6
Senegal,sen,2003,5.25
Serbia,srb,2003,1.69
Seychelles,syc,2003,2.2
Sierra Leone,sle,2003,6.07
Singapore,sgp,2003,1.27
Slovak Republic,svk,2003,1.22
Slovenia,svn,2003,1.24
Solomon Islands,slb,2003,4.58
Somalia,som,2003,7.45
South Africa,zaf,2003,2.73
Spain,esp,2003,1.3
Sri Lanka,lka,2003,2.27
Sudan,sdn,2003,5.27
Suriname,sur,2003,2.75
Swaziland,swz,2003,3.98
Sweden,swe,2003,1.73
Switzerland,che,2003,1.42
Syria,syr,2003,3.74
Taiwan,twn,2003,1.24
Tajikistan,tjk,2003,3.59
Tanzania,tza,2003,5.66
Thailand,tha,2003,1.6
Timor-Leste,tls,2003,6.97
Togo,tgo,2003,5.28
Tonga,ton,2003,4.2
Trinidad and Tobago,tto,2003,1.75
Tunisia,tun,2003,2.02
Turkey,tur,2003,2.35
Turkmenistan,tkm,2003,2.7
Uganda,uga,2003,6.72
Ukraine,ukr,2003,1.17
United Arab Emirates,are,2003,2.33
United Kingdom,gbr,2003,1.69
United States,usa,2003,2.05
Uruguay,ury,2003,2.19
Uzbekistan,uzb,2003,2.51
Vanuatu,vut,2003,4.06
Venezuela,ven,2003,2.7
Palestine,pse,2003,4.97
Western Sahara,esh,2003,2.8
Vietnam,vnm,2003,1.9
Virgin Islands (U.S.),vir,2003,2.18
Yemen,yem,2003,5.78
Zambia,zmb,2003,5.92
Zimbabwe,zwe,2003,3.99
South Sudan,ssd,2003,5.97
Afghanistan,afg,2004,6.99
Albania,alb,2004,1.82
Algeria,dza,2004,2.44
Angola,ago,2004,6.5
Antigua and Barbuda,atg,2004,2.25
Argentina,arg,2004,2.47
Armenia,arm,2004,1.4
Aruba,abw,2004,1.79
Australia,aus,2004,1.82
Austria,aut,2004,1.42
Azerbaijan,aze,2004,1.84
Bahamas,bhs,2004,1.86
Bahrain,bhr,2004,2.53
Bangladesh,bgd,2004,2.7
Barbados,brb,2004,1.76
Belarus,blr,2004,1.29
Belgium,bel,2004,1.73
Belize,blz,2004,3.18
Benin,ben,2004,5.69
Bhutan,btn,2004,2.95
Bolivia,bol,2004,3.68
Bosnia and Herzegovina,bih,2004,1.3
Botswana,bwa,2004,3.04
Brazil,bra,2004,2.03
Brunei,brn,2004,1.89
Bulgaria,bgr,2004,1.3
Burkina Faso,bfa,2004,6.34
Burundi,bdi,2004,6.76
Cambodia,khm,2004,3.31
Cameroon,cmr,2004,5.39
Canada,can,2004,1.55
Cape Verde,cpv,2004,3.24
Central African Republic,caf,2004,5.41
Chad,tcd,2004,7.15
Channel Islands,chanisl,2004,1.41
Chile,chl,2004,2
China,chn,2004,1.55
Colombia,col,2004,2.24
Comoros,com,2004,5.25
"Congo, Dem. Rep.",cod,2004,6.76
"Congo, Rep.",cog,2004,5.05
Costa Rica,cri,2004,2.11
Cote d'Ivoire,civ,2004,5.47
Croatia,hrv,2004,1.37
Cuba,cub,2004,1.58
Cyprus,cyp,2004,1.55
Czech Republic,cze,2004,1.25
Denmark,dnk,2004,1.78
Djibouti,dji,2004,3.99
Dominican Republic,dom,2004,2.78
Ecuador,ecu,2004,2.83
Egypt,egy,2004,3.05
El Salvador,slv,2004,2.6
Equatorial Guinea,gnq,2004,5.62
Eritrea,eri,2004,5.01
Estonia,est,2004,1.48
Ethiopia,eth,2004,5.87
Fiji,fji,2004,2.91
Finland,fin,2004,1.8
France,fra,2004,1.92
French Guiana,guf,2004,3.7
French Polynesia,pyf,2004,2.29
Gabon,gab,2004,4.27
Gambia,gmb,2004,5.86
Georgia,geo,2004,1.63
Germany,deu,2004,1.35
Ghana,gha,2004,4.55
Greece,grc,2004,1.38
Greenland,grl,2004,2.42
Grenada,grd,2004,2.37
Guadeloupe,glp,2004,2.08
Guam,gum,2004,2.68
Guatemala,gtm,2004,4.11
Guinea,gin,2004,5.8
Guinea-Bissau,gnb,2004,5.47
Guyana,guy,2004,2.88
Haiti,hti,2004,3.85
Honduras,hnd,2004,3.57
"Hong Kong, China",hkg,2004,0.96
Hungary,hun,2004,1.3
Iceland,isl,2004,2.04
India,ind,2004,3.04
Indonesia,idn,2004,2.52
Iran,irn,2004,1.87
Iraq,irq,2004,4.59
Ireland,irl,2004,1.98
Israel,isr,2004,2.91
Italy,ita,2004,1.34
Jamaica,jam,2004,2.4
Japan,jpn,2004,1.3
Jordan,jor,2004,3.78
Kazakhstan,kaz,2004,2.16
Kenya,ken,2004,4.91
Kiribati,kir,2004,3.93
North Korea,prk,2004,2
South Korea,kor,2004,1.18
Kuwait,kwt,2004,2.55
Kyrgyz Republic,kgz,2004,2.54
Lao,lao,2004,3.72
Latvia,lva,2004,1.35
Lebanon,lbn,2004,1.84
Lesotho,lso,2004,3.64
Liberia,lbr,2004,5.55
Libya,lby,2004,2.54
Lithuania,ltu,2004,1.3
Luxembourg,lux,2004,1.65
"Macao, China",mac,2004,0.83
"Macedonia, FYR",mkd,2004,1.57
Madagascar,mdg,2004,5.14
Malawi,mwi,2004,5.96
Malaysia,mys,2004,2.36
Maldives,mdv,2004,2.42
Mali,mli,2004,6.82
Malta,mlt,2004,1.42
Martinique,mtq,2004,1.97
Mauritania,mrt,2004,5.23
Mauritius,mus,2004,1.87
Mayotte,myt,2004,4.76
Mexico,mex,2004,2.54
"Micronesia, Fed. Sts.",fsm,2004,3.91
Moldova,mda,2004,1.22
Mongolia,mng,2004,2.11
Montenegro,mne,2004,1.85
Morocco,mar,2004,2.61
Mozambique,moz,2004,5.76
Myanmar,mmr,2004,2.78
Namibia,nam,2004,3.71
Nepal,npl,2004,3.43
Netherlands,nld,2004,1.73
Netherlands Antilles,ant,2004,2.06
New Caledonia,ncl,2004,2.3
New Zealand,nzl,2004,2.02
Nicaragua,nic,2004,2.74
Niger,ner,2004,7.63
Nigeria,nga,2004,6.01
Norway,nor,2004,1.83
Oman,omn,2004,3.03
Pakistan,pak,2004,4.13
Panama,pan,2004,2.66
Papua New Guinea,png,2004,4.32
Paraguay,pry,2004,3.12
Peru,per,2004,2.73
Philippines,phl,2004,3.58
Poland,pol,2004,1.28
Portugal,prt,2004,1.43
Puerto Rico,pri,2004,1.82
Qatar,qat,2004,2.71
Reunion,reu,2004,2.43
Romania,rou,2004,1.36
Russia,rus,2004,1.34
Rwanda,rwa,2004,5.24
St. Lucia,lca,2004,1.74
St. Vincent and the Grenadines,vct,2004,2.2
Samoa,wsm,2004,4.46
Sao Tome and Principe,stp,2004,5.07
Saudi Arabia,sau,2004,3.51
Senegal,sen,2004,5.2
Serbia,srb,2004,1.66
Seychelles,syc,2004,2.22
Sierra Leone,sle,2004,5.97
Singapore,sgp,2004,1.26
Slovak Republic,svk,2004,1.23
Slovenia,svn,2004,1.27
Solomon Islands,slb,2004,4.54
Somalia,som,2004,7.38
South Africa,zaf,2004,2.7
Spain,esp,2004,1.33
Sri Lanka,lka,2004,2.28
Sudan,sdn,2004,5.2
Suriname,sur,2004,2.71
Swaziland,swz,2004,3.93
Sweden,swe,2004,1.77
Switzerland,che,2004,1.42
Syria,syr,2004,3.65
Taiwan,twn,2004,1.18
Tajikistan,tjk,2004,3.53
Tanzania,tza,2004,5.65
Thailand,tha,2004,1.58
Timor-Leste,tls,2004,6.88
Togo,tgo,2004,5.23
Tonga,ton,2004,4.18
Trinidad and Tobago,tto,2004,1.76
Tunisia,tun,2004,2
Turkey,tur,2004,2.31
Turkmenistan,tkm,2004,2.67
Uganda,uga,2004,6.65
Ukraine,ukr,2004,1.2
United Arab Emirates,are,2004,2.24
United Kingdom,gbr,2004,1.72
United States,usa,2004,2.06
Uruguay,ury,2004,2.17
